OBJECTID,County,Acres,Install Type,Urban or Rural,Combined Class,Distance to Substation (Miles) GTET 100 Max Voltage,Percentile (GTET 100 Max Voltage),Substation Name GTET 100 Max Voltage,HIFLD ID (GTET 100 Max Voltage),Distance to Substation (Miles) GTET 200 Max Voltage,Percentile (GTET 200 Max Voltage),Substation Name GTET 200 Max Voltage,HIFLD ID (GTET 200 Max Voltage),Distance to Substation (Miles) CAISO,Percentile (CAISO),Substation CASIO Name,HIFLD ID (CAISO),Solar Technoeconomic Intersection,Shape__Area,Shape__Length
1244,Kern County,1.82479781247879,Ground,Rural,Ground - Rural,1.65100653558202,25th to 50th,Wasco Prison,307829,18.2204460660474,75th to 100th,Renfro,304036,3.20203844206047,25th to 50th,Semitropic,304816,Outside,7384.72440910339,351.28369710088
1245,Kern County,2.51453823750999,Ground,Rural,Ground - Rural,1.11892303421736,0 to 25th,Wasco,308820,16.247488578549,75th to 100th,Renfro,304036,4.90073176247075,25th to 50th,Shafter,304894,Outside,10176.0156869888,403.643644039123
1246,Kern County,3.37206136604987,Ground,Rural,Ground - Rural,1.09731477449201,0 to 25th,Semitropic,304816,20.0805980390927,75th to 100th,Renfro,304036,1.09731477449201,0 to 25th,Semitropic,304816,Within,13646.2828941345,515.271934492425
1247,Kern County,11.9561205161289,Ground,Urban,Ground - Urban,0.643222045668159,0 to 25th,Wasco Prison,307829,19.4026893826743,75th to 100th,Renfro,304036,1.84283723674077,0 to 25th,Semitropic,304816,Within,48384.5407180786,980.679189014346
1248,Kern County,122.124316546432,Ground,Rural,Ground - Rural,0.548353311828972,0 to 25th,Goose Lake,309604,22.556091429205,75th to 100th,Arco,306367,0.548353311828972,0 to 25th,Goose Lake,309604,Outside,494221.516846657,2815.51169732964
1249,Kern County,1.65669039000477,Ground,Urban,Ground - Urban,1.77113649251955,25th to 50th,Wasco Prison,307829,18.3875192392862,75th to 100th,Renfro,304036,3.67845390181911,25th to 50th,Semitropic,304816,Within,6704.41496753693,339.004008192992
1250,Kern County,5.90584121873583,Ground,Urban,Ground - Urban,0.940170317982491,0 to 25th,Wasco Prison,307829,18.8765245544826,75th to 100th,Renfro,304036,2.79408093064482,25th to 50th,Semitropic,304816,Within,23900.177986145,787.037686100887
1251,Kern County,8.35806739400431,Ground,Rural,Ground - Rural,1.10746250897233,0 to 25th,North Generator,310300,23.9309671662044,75th to 100th,Arco,306367,1.73069652562197,0 to 25th,Goose Lake,309604,Outside,33824.030418396,1044.96386342726
1252,Kern County,10.3010227990343,Parking,Urban,Parking - Urban,0.369367815505046,0 to 25th,Wasco Prison,307829,19.547763867323,75th to 100th,Renfro,304036,1.87541534886174,0 to 25th,Semitropic,304816,Within,41686.9323587418,1056.57768552112
1253,Kern County,1.58337925741652,Ground,Rural,Ground - Rural,23.8516027048088,75th to 100th,Searles,307034,28.7200287419925,75th to 100th,Barren Ridge,304172,3.61261667846161,25th to 50th,Inyokern,300959,Outside,6407.73400878906,320.491726494881
1254,Kern County,84.0355999149808,Ground,Rural,Ground - Rural,6.20828409929851,75th to 100th,Goose Lake,309604,17.1335217937471,75th to 100th,Arco,306367,6.20828409929851,50th to 75th,Goose Lake,309604,Outside,340081.169889927,3051.65954816357
1255,Kern County,4.65012235740205,Ground,Rural,Ground - Rural,2.61958152383254,25th to 50th,North Generator,310300,24.2040964305106,75th to 100th,Renfro,304036,3.79205921205439,25th to 50th,Semitropic,304816,Outside,18818.448964119,605.580159111724
1256,Kern County,1.49114852973313,Ground,Rural,Ground - Rural,1.73870111397756,25th to 50th,Wasco Prison,307829,18.8921863050403,75th to 100th,Renfro,304036,3.67815860926204,25th to 50th,Semitropic,304816,Within,6034.48827075958,313.758987888443
1257,Kern County,21.7943651361343,Ground,Rural,Ground - Rural,6.21966194766453,75th to 100th,Goose Lake,309604,17.0747229338881,75th to 100th,Arco,306367,6.21966194766453,50th to 75th,Goose Lake,309604,Outside,88198.8037610054,1171.03103676761
1258,Kern County,25.9373569893176,Ground,Rural,Ground - Rural,6.46099894391781,75th to 100th,Goose Lake,309604,16.8956272051075,75th to 100th,Arco,306367,6.46099894391781,50th to 75th,Goose Lake,309604,Outside,104964.977063656,1268.47909685765
1259,Kern County,0.370792153045623,Rooftop,Urban,Rooftop - Urban,0.411475708152412,0 to 25th,Wasco,308820,17.7277477008325,75th to 100th,Renfro,304036,5.88855119790797,50th to 75th,Semitropic,304816,Within,1500.548620224,165.68391598153
1260,Kern County,0.929651804005526,Ground,Rural,Ground - Rural,23.3486510266428,75th to 100th,Searles,307034,29.287822978164,75th to 100th,Barren Ridge,304172,3.17656881533425,25th to 50th,Inyokern,300959,Outside,3762.18199539185,257.267231926384
1261,Kern County,2.89039670282391,Rooftop,Urban,Rooftop - Urban,0.425495487030141,0 to 25th,Charca,303174,17.9758147865157,75th to 100th,Renfro,304036,5.87580534272239,50th to 75th,Semitropic,304816,Outside,11697.0670099258,455.001363723615
1262,Kern County,55.5827915274772,Ground,Rural,Ground - Rural,11.9264603120704,75th to 100th,Arco,306367,11.9264603120704,50th to 75th,Arco,306367,11.9264603120704,75th to 100th,Arco,306367,Outside,224936.310779095,2400.29456916054
1263,Kern County,78.3407612969601,Ground,Rural,Ground - Rural,6.70464808336958,75th to 100th,Goose Lake,309604,16.313179301036,75th to 100th,Arco,306367,6.70464808336958,50th to 75th,Goose Lake,309604,Outside,317035.656714439,2936.63915120789
1264,Kern County,47.2605743841791,Ground,Rural,Ground - Rural,11.6509643264235,75th to 100th,Arco,306367,11.6509643264235,50th to 75th,Arco,306367,11.6509643264235,75th to 100th,Arco,306367,Outside,191261.84170866,2040.22333933204
1265,Kern County,0.90469470461387,Ground,Rural,Ground - Rural,3.06219510554389,50th to 75th,Unknown,300238,24.9820833984121,75th to 100th,Renfro,304036,4.08562703867509,25th to 50th,Semitropic,304816,Outside,3661.18241977692,253.640501251203
1266,Kern County,3.32540579199293,Ground,Rural,Ground - Rural,0.807621730639893,0 to 25th,Famoso,306798,15.9549886091006,75th to 100th,Renfro,304036,8.57236946275357,50th to 75th,Lerdo,300679,Outside,13457.4957141876,619.943204925677
1267,Kern County,4.72939105783887,Ground,Urban,Ground - Urban,16.4797634074349,75th to 100th,Searles,307034,33.9902140464349,75th to 100th,Barren Ridge,304172,7.00428272301033,50th to 75th,Inyokern,300959,Within,19139.2429656982,553.645519697642
1268,Kern County,157.376657604651,Ground,Rural,Ground - Rural,1.08705528493745,0 to 25th,Goose Lake,309604,21.9409011510681,75th to 100th,Arco,306367,1.08705528493745,0 to 25th,Goose Lake,309604,Outside,636883.336147308,3192.82870577942
1269,Kern County,296.919025098956,Ground,Rural,Ground - Rural,10.5534447629274,75th to 100th,Arco,306367,10.5534447629274,50th to 75th,Arco,306367,10.5534447629274,75th to 100th,Arco,306367,Outside,1201592.25791025,4700.96659401853
1270,Kern County,156.996956552495,Ground,Rural,Ground - Rural,1.48596562562602,25th to 50th,Goose Lake,309604,21.1563734353251,75th to 100th,Arco,306367,1.48596562562602,0 to 25th,Goose Lake,309604,Outside,635350.273741722,3989.43345388127
1271,Kern County,63.0558642341022,Ground,Urban,Ground - Urban,14.6742614729291,75th to 100th,Searles,307034,35.3662876439117,75th to 100th,Barren Ridge,304172,8.02711449358398,50th to 75th,Inyokern,300959,Within,255179.045646667,2399.16851045634
1272,Kern County,1.41061795843949,Ground,Rural,Ground - Rural,21.7448564329656,75th to 100th,Searles,307034,31.7368368092182,75th to 100th,Barren Ridge,304172,1.36815322968656,0 to 25th,Inyokern,300959,Within,5708.59110641479,303.644566924162
1273,Kern County,3.33129639660024,Ground,Rural,Ground - Rural,2.21445754318428,25th to 50th,Charca,303174,19.8940215821269,75th to 100th,Renfro,304036,5.99148050804165,50th to 75th,Semitropic,304816,Outside,13481.3321428299,466.824132509706
1274,Kern County,3.21501235366156,Ground,Rural,Ground - Rural,10.2251697765201,75th to 100th,Arco,306367,10.2251697765201,50th to 75th,Arco,306367,10.2251697765201,75th to 100th,Arco,306367,Outside,13010.7456838191,460.962416655304
1275,Kern County,1.33092709128952,Ground,Rural,Ground - Rural,18.0117595148404,75th to 100th,Searles,307034,34.0109001958846,75th to 100th,Barren Ridge,304172,4.75826706580669,25th to 50th,Inyokern,300959,Within,5386.09225845337,293.666509018593
1276,Kern County,8.53732979986721,Ground,Rural,Ground - Rural,8.22631621996989,75th to 100th,Goose Lake,309604,14.0809378267157,75th to 100th,Arco,306367,8.22631621996989,50th to 75th,Goose Lake,309604,Outside,34549.5758271217,751.08183259642
1277,Kern County,3.93320377910013,Ground,Rural,Ground - Rural,21.4134469212938,75th to 100th,Searles,307034,32.4840781115389,75th to 100th,Barren Ridge,304172,1.12588720382606,0 to 25th,Inyokern,300959,Within,15917.1741676331,511.146730988295
1278,Kern County,5.5499393549738,Ground,Rural,Ground - Rural,8.31282238513992,75th to 100th,Arco,306367,8.31282238513992,50th to 75th,Arco,306367,8.31282238513992,50th to 75th,Arco,306367,Outside,22459.8983540535,759.336808494047
1279,Kern County,3.62964423725838,Ground,Urban,Ground - Urban,14.8812405232855,75th to 100th,Searles,307034,36.539056580071,75th to 100th,Barren Ridge,304172,7.69058844023711,50th to 75th,Inyokern,300959,Within,14688.7105827332,707.315849393851
1280,Kern County,1.59578666620332,Ground,Rural,Ground - Rural,12.3266091613918,75th to 100th,Arco,306367,12.3266091613918,75th to 100th,Arco,306367,12.3266091613918,75th to 100th,Arco,306367,Outside,6457.94538033009,326.474958162604
1281,Kern County,9.7866837653596,Ground,Rural,Ground - Rural,7.77521429058394,75th to 100th,Arco,306367,7.77521429058394,50th to 75th,Arco,306367,7.77521429058394,50th to 75th,Arco,306367,Outside,39605.4573669434,821.477598045124
1282,Kern County,5.44876976778858,Ground,Rural,Ground - Rural,3.90538131311663,50th to 75th,Unknown,300238,23.8137336318868,75th to 100th,Arco,306367,4.61758811422912,25th to 50th,Smyrna,307733,Outside,22050.4764566422,619.285597034465
1283,Kern County,3.5361529538546,Ground,Rural,Ground - Rural,29.3964626269907,75th to 100th,Pine Tree Wind Farm,308955,29.3964626269907,75th to 100th,Pine Tree Wind Farm,308955,26.3624379434328,75th to 100th,Inyokern,300959,Outside,14310.3103408813,667.180220801515
1284,Kern County,0.291984174932357,Ground,Urban,Ground - Urban,4.5487553309015,50th to 75th,Famoso,306798,19.6626517903051,75th to 100th,Renfro,304036,11.817921598494,75th to 100th,Shafter,304894,Within,1181.62280464172,159.334507895528
1285,Kern County,101.863382625617,Ground,Rural,Ground - Rural,7.49810946057825,75th to 100th,Arco,306367,7.49810946057825,50th to 75th,Arco,306367,7.49810946057825,50th to 75th,Arco,306367,Outside,412228.11042881,2770.21893858465
1286,Kern County,2.3512833535667,Ground,Rural,Ground - Rural,5.43778698497007,50th to 75th,Famoso,306798,20.4388895605292,75th to 100th,Renfro,304036,11.9903400877991,75th to 100th,Shafter,304894,Outside,9515.38425445557,480.043853214818
1287,Kern County,4.40703053743148,Ground,Urban,Ground - Urban,5.680662927488,50th to 75th,Charca,303174,21.2598956913128,75th to 100th,Renfro,304036,10.1582414319931,75th to 100th,Smyrna,307733,Outside,17834.6936006546,707.330102345856
1288,Kern County,6.07705249017666,Ground,Rural,Ground - Rural,6.27976556988758,75th to 100th,Famoso,306798,21.322529590016,75th to 100th,Renfro,304036,11.9523452345614,75th to 100th,Smyrna,307733,Outside,24593.0572795868,627.297349856473
1289,Kern County,3.49358151576924,Ground,Rural,Ground - Rural,6.95489548591963,75th to 100th,Famoso,306798,22.098262550404,75th to 100th,Renfro,304036,12.3703776003369,75th to 100th,Vestal,307347,Outside,14138.1672077179,646.034232519315
1290,Kern County,120.420099129791,Ground,Rural,Ground - Rural,4.22028587378221,50th to 75th,Arco,306367,4.22028587378221,25th to 50th,Arco,306367,4.22028587378221,25th to 50th,Arco,306367,Outside,487328.645869732,3221.20919677917
1291,Kern County,4.58378110270668,Ground,Rural,Ground - Rural,8.35478472431626,75th to 100th,Famoso,306798,22.9011293132724,75th to 100th,Renfro,304036,9.20119643230159,75th to 100th,Vestal,307347,Outside,18549.9798793793,592.92984524543
1292,Kern County,81.1292827643635,Ground,Rural,Ground - Rural,3.10394403116627,50th to 75th,Arco,306367,3.10394403116627,0 to 25th,Arco,306367,3.10394403116627,25th to 50th,Arco,306367,Outside,328319.872567177,2416.1049126072
1293,Kern County,137.313525590587,Ground,Rural,Ground - Rural,3.14026218714641,50th to 75th,Arco,306367,3.14026218714641,25th to 50th,Arco,306367,3.14026218714641,25th to 50th,Arco,306367,Outside,555694.074103355,3191.02949872375
1294,Kern County,2.70800731988017,Ground,Urban,Ground - Urban,9.46953411877915,75th to 100th,Famoso,306798,24.5907163534586,75th to 100th,Renfro,304036,11.3805610830277,75th to 100th,Vestal,307347,Outside,10958.9600830078,427.962996377268
1295,Kern County,6.79648312152623,Ground,Rural,Ground - Rural,2.48712418657115,25th to 50th,Unknown,305399,27.8883480348553,75th to 100th,Arco,306367,2.5113800662404,0 to 25th,Smyrna,307733,Outside,27504.50370121,756.657199322429
1296,Kern County,3.86904035086024,Rooftop,Urban,Rooftop - Urban,9.86196757171006,75th to 100th,Famoso,306798,24.9777189263081,75th to 100th,Renfro,304036,11.3099400586911,75th to 100th,Vestal,307347,Outside,15657.5153722763,540.717504400798
1297,Kern County,2.25174688260103,Parking,Urban,Parking - Urban,9.93088995469316,75th to 100th,Famoso,306798,25.04854473061,75th to 100th,Renfro,304036,11.239437605907,75th to 100th,Vestal,307347,Within,9112.53183174133,384.685180758687
1298,Kern County,0.998545939028828,Ground,Rural,Ground - Rural,2.78539959649832,50th to 75th,Smyrna,307733,24.0545698242192,75th to 100th,Arco,306367,2.78539959649832,25th to 50th,Smyrna,307733,Outside,4040.98909473419,310.448555843845
1299,Kern County,6.6022188392512,Ground,Rural,Ground - Rural,3.55262876895934,50th to 75th,Unknown,305399,28.0395109789778,75th to 100th,Arco,306367,3.57076225954039,25th to 50th,Smyrna,307733,Outside,26718.3387527466,653.923269715309
1300,Kern County,1.61065043572968,Ground,Rural,Ground - Rural,10.7217455230665,75th to 100th,Famoso,306798,25.850683238934,75th to 100th,Renfro,304036,9.29513325497485,75th to 100th,Vestal,307347,Outside,6518.09687423706,354.132507918434
1301,Kern County,5.5570531588483,Ground,Rural,Ground - Rural,6.56453483438899,75th to 100th,Unknown,305399,27.5208861618379,75th to 100th,Renfro,304036,6.59264988336327,50th to 75th,Smyrna,307733,Outside,22488.6798429489,834.037656966723
1302,Kern County,0.168705497536065,Ground,Urban,Ground - Urban,11.1272604584889,75th to 100th,Famoso,306798,26.2299225636717,75th to 100th,Renfro,304036,11.0888868796704,75th to 100th,Vestal,307347,Within,682.729634284973,117.786265984765
1303,Kern County,0.319099948296359,Parking,Urban,Parking - Urban,11.0631851532311,75th to 100th,Famoso,306798,26.1720754644887,75th to 100th,Renfro,304036,10.9898006905791,75th to 100th,Vestal,307347,Within,1291.35678195953,226.462762558583
1304,Kern County,0.482232488801658,Parking,Urban,Parking - Urban,11.0559458837033,75th to 100th,Famoso,306798,26.1692954369422,75th to 100th,Renfro,304036,10.9302969209925,75th to 100th,Vestal,307347,Within,1951.53603363037,252.720176495634
1305,Kern County,0.166155391935604,Ground,Urban,Ground - Urban,11.1532252539507,75th to 100th,Famoso,306798,26.2562617622287,75th to 100th,Renfro,304036,11.0750480064812,75th to 100th,Vestal,307347,Within,672.409729957581,111.042741080545
1306,Kern County,0.87572065548222,Parking,Urban,Parking - Urban,11.0947327578253,75th to 100th,Famoso,306798,26.2018969905276,75th to 100th,Renfro,304036,11.0007110435067,75th to 100th,Vestal,307347,Within,3543.93045902252,259.670152603855
1307,Kern County,6.50580583588127,Ground,Urban,Ground - Urban,9.02604828326198,75th to 100th,Unknown,310130,27.3785172877023,75th to 100th,Renfro,304036,9.28469782502707,75th to 100th,Smyrna,307733,Within,26328.1676492691,652.769824649689
1308,Kern County,0.841383923692082,Ground,Urban,Ground - Urban,11.5739025292064,75th to 100th,Unknown,310130,26.9126330152405,75th to 100th,Renfro,304036,10.6270949242091,75th to 100th,Vestal,307347,Within,3404.97128486633,324.928476913377
1309,Kern County,0.371444095337268,Parking,Urban,Parking - Urban,11.1824286582693,75th to 100th,Unknown,310130,27.0721713939104,75th to 100th,Renfro,304036,10.9701848931153,75th to 100th,Vestal,307347,Within,1503.18689346313,178.107573664052
1310,Kern County,0.367774598996418,Ground,Urban,Ground - Urban,11.5890638618984,75th to 100th,Unknown,310130,26.9719888491799,75th to 100th,Renfro,304036,10.6172663560081,75th to 100th,Vestal,307347,Within,1488.33697223663,177.746062068893
1311,Kern County,0.725230291752756,Ground,Urban,Ground - Urban,11.6081910469115,75th to 100th,Unknown,310130,26.9556088357483,75th to 100th,Renfro,304036,10.5889403639858,75th to 100th,Vestal,307347,Within,2934.91470909119,263.073838679384
1312,Kern County,0.306354996325721,Parking,Urban,Parking - Urban,11.4930106838111,75th to 100th,Unknown,310130,27.021397299637,75th to 100th,Renfro,304036,10.6895530585073,75th to 100th,Vestal,307347,Within,1239.77959632874,141.200298720212
1313,Kern County,0.280607233874169,Ground,Urban,Ground - Urban,11.1901367585772,75th to 100th,Unknown,310130,27.1319541033974,75th to 100th,Renfro,304036,10.9267846551822,75th to 100th,Vestal,307347,Within,1135.58156204224,154.949929256743
1314,Kern County,0.454418570464866,Parking,Urban,Parking - Urban,11.1186112174558,75th to 100th,Unknown,310130,27.1740063162477,75th to 100th,Renfro,304036,10.9601274152725,75th to 100th,Vestal,307347,Within,1838.97405910492,198.820542932479
1315,Kern County,4.19508684447565,Parking,Urban,Parking - Urban,11.7565181348672,75th to 100th,Famoso,306798,26.8946009182808,75th to 100th,Renfro,304036,9.03642630361183,75th to 100th,Vestal,307347,Within,16977.1619739532,916.28890736227
1316,Kern County,1.27232813308276,Parking,Urban,Parking - Urban,11.9114063379348,75th to 100th,Famoso,306798,27.0568952925946,75th to 100th,Renfro,304036,9.81112316729408,75th to 100th,Vestal,307347,Within,5148.94826984406,310.655448314424
1317,Kern County,30.9356053658909,Ground,Urban,Ground - Urban,8.39975670772264,75th to 100th,Unknown,310130,27.9402376592401,75th to 100th,Renfro,304036,9.04691215585832,75th to 100th,Smyrna,307733,Within,125192.315096855,1573.87833043736
1318,Kern County,2.71164347812041,Ground,Rural,Ground - Rural,12.0503107905696,75th to 100th,Famoso,306798,27.0708109387654,75th to 100th,Renfro,304036,7.36368799569957,50th to 75th,Vestal,307347,Outside,10973.6912899017,481.886136625406
1319,Kern County,8.40328203471666,Ground,Urban,Ground - Urban,8.6929619399095,75th to 100th,Unknown,310130,28.0443987369125,75th to 100th,Renfro,304036,9.4576275632878,75th to 100th,Smyrna,307733,Within,34007.0417690277,1009.90059246706
